,id,Date,Title,Description
9337,9337,"October 23, 2015, Friday",Federal Bank launches local langauge mobile banking,Mumbai 23 October  Federal Bank launched the Malayalam and Hindi language versions for its Mobile Banking application ...
9338,9338,"October 23, 2015, Friday",Payments banks to expand reach of banking in rural areas: World Bank,Reserve Bank of India's move to set up 11 payments banks is expected to expand penetration of the banking sector in rural areas ...
9339,9339,"October 23, 2015, Friday",RBI unveils gold monetisation scheme norms,The minimum deposit shall be raw gold equivalent to 30 grams of gold of 995 fineness
9340,9340,"October 23, 2015, Friday",LIC in talks with state-run banks for Nomura stake sale,More clarity on the issue is likely to come after the LIC board meeting scheduled for October 28.
9341,9341,"October 22, 2015, Thursday",BoB fraud not reflection of systemic problem: Sinha,The FinMinin claims efforts are being taken to close the gaps in the banking system
9342,9342,"October 22, 2015, Thursday",Proposed banks make a beeline for equity markets,"Big institutions plan IPOs, smaller ones seek alternative fundraising"
9343,9343,"October 22, 2015, Thursday",Federal Bank scrip falls on quarterly results,Provisions for few corporate loans that turned bad dragged lender's Q2 net profit down 33%
9344,9344,"October 22, 2015, Thursday",More foreign MFs on way out as Nomura plans to exit LIC,The American fund house is the seventh to leave the country
9345,9345,"October 21, 2015, Wednesday",HDFC Bank net up 20.5%,"Net interest income, the difference between interest earned and expended, rose 21% to Rs 6,681 cr"
9346,9346,"October 21, 2015, Wednesday",HDFC Bank: Limited NIM downside from current levels,May cut base rates in on-going quarter. Confident of keeping net interest margin 4.1 to 4.4%
9347,9347,"October 21, 2015, Wednesday",HDFC Bank predicts stronger loan growth after Q2 shine,"The bank with its stronger retail business and relatively smaller exposure to project finance, has far fewer bad loans than ..."
9348,9348,"October 21, 2015, Wednesday","HDFC Bank Q2 net up 20% at Rs 2,869 crore, meets estimates","Private sector lender HDFC Bank today reported a 20% jump in net profit to Rs 2,869 crore for the July-September quarter."
9349,9349,"October 21, 2015, Wednesday",Insurance firms back to drawing board to redraft JV agreements,Irdai gives three months to comply with new rules
9350,9350,"October 21, 2015, Wednesday",RBI stresses on shared infrastructure for payments banks,Sharing resources and ensuring functional interoperability will keep costs in check for payments banks
9351,9351,"October 20, 2015, Tuesday",YES Bank cuts savings bank interest rate to 6%,The bank had raised interest rate on savings deposit to 7 per cent in 2011
9352,9352,"October 20, 2015, Tuesday",Yes Bank cuts interest rate on saving a/c to 6 pc,The bank had raised interest rate on savings deposit to 7 per cent in 2011
9353,9353,"October 20, 2015, Tuesday",Yes Bank cuts savings a/c interest rate by 1% to 6%,"The reduced rate will be applicable from November 1, 2015"
9354,9354,"October 20, 2015, Tuesday",ICICI Bank tops mobile banking transactions list,Aims to raise transactions fivefold in FY16 from last year
9355,9355,"October 20, 2015, Tuesday",Guidelines in FDI for insurance firms issued,The regulator gave three months to insurers to comply with these norms from the date of issue of the guidelines
9356,9356,"October 20, 2015, Tuesday",NBFCs going slow on lending rate cuts due to tepid credit growth,"Of late, base rate or minimum rate at which banks lend have come down by 55 to 70 basis points"
9357,9357,"October 19, 2015, Monday","RBI to provide more bank licences, says Mundra",IDFC and Bandhan Financial Services emerged successful out of 25 contenders for universal bank licences issued by the RBI in ...
9358,9358,"October 19, 2015, Monday",Sundaram BNP Paribas Home Finance reduces deposits rates by 25 basis points,Sundaram BNP Paribas Home Finance today announced a 25 basis points cut in deposit rates.
9359,9359,"October 18, 2015, Sunday","7,035 wilful defaulters owe Rs 59,000 cr to PSU banks",SBI and Central Bank of India account for bulk of such borrowers
9360,9360,"October 17, 2015, Saturday","No relaxation in CRR, SLR norms, RBI tells small finance banks","Currently, about 70% of the borrowings of microfinance institutions are in the form of bank loans"
9361,9361,"October 17, 2015, Saturday",National health insurance plan to continue till December,"The scheme may be further extended till March 31, 2016"
9362,9362,"October 17, 2015, Saturday",AIBEA to launch campaign alleging centre moves to privatise IDBI,"Instead of recovering NPAs, the govt is in a move to divest stake in the Bank which has Rs 2,60,000 crore of deposits, alleges ..."
9363,9363,"October 17, 2015, Saturday","Despite early start & deeper penetration, PSBs trail pvt banks: Nayak",There is much that still needs to be rectified with the public sector banks vis-vis the private sector. Notwithstanding the ...
9364,9364,"October 17, 2015, Saturday",RBI back to mopping up foreign exchange through spot route,Forex reserves rise $2.26 bn to $353 billion
9365,9365,"October 17, 2015, Saturday",DCB Bank alters expansion plan after stock slide,"The private sector lender has decided to double number of branches in two years; earlier, it had planned to do so in one year"
9366,9366,"October 17, 2015, Saturday",Axis Bank internally probing forex scam,"Investigations by ED in the Bank of Baroda case has now extended to 10 more banks, including Axis Bank"
9367,9367,"October 16, 2015, Friday",Banks' loans rose 9.5% annually in two weeks to Oct 2: RBI,Non-food credit rose 1.39 trillion rupees to 67.43 trillion rupees
9368,9368,"October 16, 2015, Friday",DCB Bank to go slow with branch expansion plan,The lender had announced plans to double its branch network within 12 months
9369,9369,"October 16, 2015, Friday",Central Bank of China awaits nod to set up branch in Mumbai,The Chinese bank has been awaiting for licence for over a year to open a branch in the city.
9370,9370,"October 16, 2015, Friday",Focus on nine more banks over money laundering issue,"ED report names Axis Bank, DCB Bank, Dhanlaxmi Bank, ICICI Bank, IndusInd Bank, ING Vysya Bank, Kotak Mahindra Bank and YES Bank"
9371,9371,"October 16, 2015, Friday",Digital wave makes banks re-align their hiring strategy,"Recruit more from technology, digital analytics"
9372,9372,"October 16, 2015, Friday",Capital Local Area Bank eyes IPO in 2017,It has bagged licence for small finance bank
9373,9373,"October 16, 2015, Friday",Pradhan Mantri Jan Suraksha schemes get 117 million enrolments,The scheme website shows public sector banks (PSBs) sold the largest number
9374,9374,"October 15, 2015, Thursday",Reliance Capital and subsidiaries approve ESOPs worth Rs 150 cr,"The ESOPs comprise of 646,080 shares of Reliance Capital and rest as phantom shares of operating subsidiaries in mutual fund and ..."
9375,9375,"October 15, 2015, Thursday",Citigroup reports 51% jump in profit as costs plunge,Total revenue in Citicorp declined 2%
9376,9376,"October 15, 2015, Thursday",Maharashtra Bank allots 10.52 cr shares to govt for Rs 394 cr,"Post the issuance, govt's holding in the bank would increase to 81.61%"
9377,9377,"October 15, 2015, Thursday","Rs 2,000-cr fund to push financial inclusion: RBI",Institutions eligible for the fund are banks and NABARD
9378,9378,"October 15, 2015, Thursday","SFIO starts probe into BoB Rs 6,100-cr money laundering case","It is alleged that Rs 6,172 crore black money was remitted from Bank of Baroda to Hong Kong"
9379,9379,"October 15, 2015, Thursday",Karur Vysya Bank Q2 profit up by 51% to Rs 142 cr,"Karur Vysya Bank has reported a 51.33% growth in net profit of Rs 142.22 crore during second quarter ended September 30, 2015"
9380,9380,"October 15, 2015, Thursday",Karur Vysya Bank Q2 profit surges 57% to Rs 142 cr,"Total income of the lender increased to Rs 1,570.27 crore during the quarter"
9381,9381,"October 15, 2015, Thursday",One-time fund infusion for stalled road projects,CCEA decision to benefit projects under build-operate-transfer mode
9382,9382,"October 15, 2015, Thursday",Forex scam traced to HDFC Bank a/cs,"More arrests of those involved in the case, besides six made by CBI and ED, are expected in the coming days"
9383,9383,"October 15, 2015, Thursday",Zero-tolerance for misconduct: HDFC Bank,The bank is extending its full cooperation and support to the authorities as they conduct their investigations
9384,9384,"October 15, 2015, Thursday",Finance ministry asks banks to revisit their risk management process,An advisory has been sent by the ministry to all PSU banks to strengthen their vigilance and internal mechanisms
9385,9385,"October 14, 2015, Wednesday",DCB Bank: Fast expansion plan to hit profitability,Analysts expect return ratios to witness pressure in the next 2-3 years
9386,9386,"October 14, 2015, Wednesday",RBI data shows bank credit growth at 9.4%,"Credit in the banking system continues to grow at a muted pace. As per the Reserve Bank of India data, credit in the system grew ..."
9387,9387,"October 14, 2015, Wednesday",Policyholders get regulator nod for disputing claim,Recently the IRDAI has said that the execution vouchers does not foreclose the rights of policy holder
9388,9388,"October 14, 2015, Wednesday",Bank of Baroda case: Court remands 2 bank officials in CBI custody,The agency said that both the accused were required to be quizzed to unearth the entire modus operandi.
9389,9389,"October 14, 2015, Wednesday",Sundaram Finance cuts deposit rates by 25 bps,Chennai-based NBFC Sundaram Finance Ltd has announced a 25 basis points downward revision in interest rates on deposits
9390,9390,"October 14, 2015, Wednesday",Digital wave forces banks to re-align hiring strategy,"Recruitments more from technology, digital analytics; campus hirings to increase"
9391,9391,"October 14, 2015, Wednesday",BoB chief Jayakumar gets cracking on KYC,Bank to appoint external accounting firm to look into the policies
9392,9392,"October 14, 2015, Wednesday",SBI gets RBI's nod for starting real estate subsidiary,Ropes in KPMG to advise on road map; the bank has about 44 mn square feet of owned assets and 50 mn square feet of rented ...
